username,tweet_processed,target
jennysunphoto,@benlimphoto iv had too much fast food this past 2 weeks. Im wanting something chinese!! ,0
Zumology,@DaKingOfPorn Be a good boy...and bring me back a somethin nice ,0
juliakrausankas,@ddlovato  DEMI!!!!  no! i think you should tell us!!! as in right now! hahaha ,0
therealmigo,@The_Reaper My girl is so talented :'D *proud smile* @ImGaySoWhat ,0
shih_wei,@AlexTrup @upscale I've wondered why Chinese companies don't seek help w/ English. Is it that expensive to have someone proofread? ,0
mave_nice,@ddlovato tell us! tell us! but only if you want to ,0
venusatuluri,@deepthibollu  True. Flashes in the pan all.,0
Lindsey_Beverly,"@rumemmanuel Tonight was fun haha I can't wait to see the fishies with you boo. See ya tomorrow, night! ",0
davidrussell,"@TerryStorch As long as I can screw up my own hotel reservation and hang with y'all instead, I'm in! ",0
musabusira,@AndyRattinger Indeed! You write I drink... The perfect Hemingway team. ,0
KimothyAsbestos,@redemption2005  Not a heck of a lot m'dear. And your fine self?,0
salsagoddess4,@Oassiss hello! Hope the weather in Miami is nicer than l.a.  ,0
anyanka666,Yay! I now have the whole Sookie Stackhouse series of books!! The last 3 all arrived today  A long weekend of reading awaits me....,0
madiii23,boyfriend is happy today-which makes me happy ,0
jaysdope,@TANUDRA im holding you to that  hahahhah,0
bluetidepro,@RemiRockit haha ya. Good thinking! I think you have a solid plan to make money now!  haha You are to cute!,0
jackiedanicki,@dblake my two favorite words: tasting menu. ,0
natybrzl,"@tommcfly the end of that day diserves a new song  thank you all for everything, can't express my love and admiration. night night xx",0
TwiStedCoVerGrl,@nkangel74 btw had a chance to work on that dvd for me.... *smiles* ,0
diiilxia,@tommcfly mmMmmm write a song ,0
nplove,@ spring sports banquet. Track IVL champs! ,0
shellykramer,"@18percentgrey Me, too. Can we add some vodka ",0
lahbra,"@natecramer haha, thx for your input. ",0
Spennynub,"@bryceavary Can't wait to hear the record... I know it'll be amazing though. When you tour next, come to British Columbia! ",0
quixoticvixen,"I make incredible chocolate cake. That said, amazinglyhuge thanks to @molachai for posting some Flipside pics. I needed that smile ",0
MamitaBonita,"@50beats LOL.  I need a nickname for you.  Stalkerlicious!  Yes, yes, that's it ",0
insearchofnkotb,@greekpeace did u get txt I sent u earlier w pic? Wanted to see what u thought ,0
bigjstl,"@ThinkReferrals If your at a Foxworthy show, and the bar closes, you might be a pissed off redneck. ",0
uetiger2001,had a great time with great friends!!  I love my besties!!,0
DebbyTbitch,@ChaniiChan helllllo ,0
soopamon,"@3Gguy hey, how many times can you enter the online comp? ",0
dakotalily,@rainnwilson will save the world (or something) with his new website www.soulpancake.com . go check it out...you know you want to ,0
akensicki,correction: ***IF*** i go home ,0
celidivine,taking hmk break to watch Supernatural ,0
Vader101,"For those traumatized by the 'Lardinator' pic earlier, erase that one and replace it with this one  http://bit.ly/7r6DE Sweet Dreams!",0
k_novascotia,@Diana_Willson where the hell is my knight in shining armor huh?! so happy for you darling ,0
misselrobinson,Is finally getting connected via internet! ,0
bacieabbracci,@bacieabbracci @believesulli @TrendTracker @CrisRepoles @CJAsme @JuicyGossip @charlief @CarinaK   ,0
arose5,so excited tomorrows the weekend &amp; i have off! ,0
Johnnysego,cheesesticks were awesome and i really hope tomorrow is awesome!!! come to the show and make it awesome!! ,0
dudface,"w'ford tomorrow with sis. singin' the national anthem, holla! goodnight, fellow twitter-ers ",0
DanielJMoss,"Might buy a cornet...I need a new instrument to learn, and it might be nice to have in church every once in a while!  Anyone play?",0
LayDeeTwisted,@laydie615 nothin eatin milk duds &amp;nd watching friends  how's everything with you?,0
Whipoorwill,@Billy3G That's so great! Take advantage and enjoy it.  ,0
Shoq,".@Marielhemingway But you had the good agent, the good luck, or just the good sense to avoid that decent into hell ",0
eshenayo,Ex girlfriend. Ladies ever had a man you knew would be your ex? Don't lie ,0
Bulletplug,@kourtnie oh man thats so cool  I wish I could have met him man,0
WhitneyChanel,He can be a sweet dream or a beautiful nightmare...either way I don't want to wake up from him.... G00DNiTE. ,0
Petloves,Thanks for all the advice on dog tangled hair - gave her a a good wash and was able to trim some crazy hair out and brush the knots out ,0
ninthandash,@douglas_james even with that blown lead the cavs were able to pull it off ,0
iangnm,"finished listening to the Hey monday album! my faves are,  All of them especially &quot;How you love mw now&quot;!! ",0
seiranahc,Installed Windows 7 RC. Finally. ,0
MissSididdy,"@ExpresYourself lol, yeah... it wasn't all that perverted...  just apinful",0
kitty_k3,@rxtheride Thanks for playing my request ,0
alexgervasi,just got back from seeing the play... again. so proud of seth ,0
madBOX20,"hey, @majornelson only if they actually paid me money to search. by the way can you use your pull to have M$ make zune software for macs? ",0
aakesh,"Good night, you sexy beasts! *rowr* lol ",0
shadez,"@hiway Arey bhau, today is TGIF. I'm gonna have the same at office canteen. Hope @abhinn has reached office already. ",0
Bizcuits,watching the nanny on nick until sex and the city comes on ,0
azrane,"@Jamezila Whenever I get near an even thousand, I try to find an achievement that puts me exactly there. ",0
luizasouza,"@tommcfly write a song, if you're inspired  haha",0
irenelpynn,"Oh, well. Magic will win it in Orlando instead.  Now time for Up!",0
Jeremy_Feist,@sisteredith Awesome! I totally just gave myself a high-five ,0
AngieAreI,Strawberr Icee FTW! Got off of work early. Epic win!  going home to sleeeeep. Cleaning house tomorrow and Moms is coming over. MO show tom,0
peglegpug,@alistairpaul the brownies were good! I can guarntee you that. ,0
Aussiewaffler,@Bern_morley Ta for the   ,0
carriemrobison,@SereneMoments Thank you!!!!  ,0
cesmunoz,so today i rehearsal with A.D.O pretty good songs!! . now we have 4 ,0
miseryt,thank you kene for the baby book! and auntie is so funny lur! ,0
keeshiabarker,Feels accomplished ,0
bethanysaurus88,Short is the new sexy ,0
RaydeneSalinas,another GREAT week of pics! SEXY sins! ,0
lilmisssnapshot,@DavidArchie This is so funny. HAHA. Lol. ,0
LaLaLaLisaW,Good night All  good luck with the vampire politics!,0
uhohcaitie,@CarloHilton bombshell  and blunt mag just posted about it on twitter its gonna be in august thats all i know so far ,0
dellisrad,got back from the valley at 9 this mornin :S never drinkin again! what a great night ,0
ckbiller,@shelliecharlton yay for movie  nights &amp; boyfriends! ,0
mketchum,"@stinaleighbee OMG, I was addicted to the original! Now I have to watch that  too.  More reason to twitter toghether ",0
geekygirldawn,@Whiffies We're going to try to stop by after we finish this meeting ,0
autumnyeagle,Just home  wonderful evening with friends,0
Cinnny,@StinaBkAngel yayyyyyy Stina!! aren't you glad you decided to go ,0
PsykoChik,Not a prob ,0
iissaa16,@tommcfly Write a song!!! ,0
Mikeluvsshianne,@rajskub good luck on season 8! ,0
AbBeYeAtDiNoOoO,Family Guy is so silly ,0
PABLOZERPA,http://twitpic.com/65w8v - me and one of my girls ,0
Mur_berry,@cadycullen we need to hangout at le mall like old timmmeeesss ,0
sunshine_diva,Good Morning Shakti!  @shaaqT,0
catrienmaxwell,"@kennypham Haha thanks so much, I'm proud of myself. ",0
KayLeno,@LiberianJewels What kinda gifts? FOOD?! ,0
tiredmomma,writing a blog about some things I like and dislike about pregnancy. starting with the dislikes. ,0
heyjeanna,"crazy bread, cheese pizza, and &quot;spirit-filled&quot; pepsi from little ceasars. chillaxin with jed and cea! ",0
Balde7,"....idk, i wanna do sumthin crazy, any ideas?? ",0
mstohl,@reverieBR my bed is truly a wondrous place ,0
yahayraarteaga,super duper EXCITED! ,0
rehes,@yomissb youll feel better with the singleage stuffs when u get past the anger/grief stages &amp; enjoy it for what it is  dont have to be bad,0
Chlod5,Picking up Dakota from airport   LLL5,0
AddisonsCompass,"@_Jodi Your Van Gogh thumbnail, it is my favorite painting. ",0
LWynalek,"gave a bum a dollar on my way home from work and it made me feel good. i don't care if it's spent on alcohol,we all need a buzz sometimes ",0
genicakes,found a layout perfect for her alias. ,0
aileen_,@imjustlikeme go to killyourstereo.com; you should be able to find all 7 australian tour dates in the music section ,0
BlakeMP,@erinpatricia Okay. This seems pretty cool. ,0
Winthor,@ChrisDM OMG i Cant wait for Prototype ,0
dgtllyfe,LOVING the Cavs ,0
ice_fairy06,@BusaBusss hello guys have a nice and easy time in studio wouldn t want you to get too tired ,0
zombie_joe,@Danubus Planning on killing me off already? What did I do to earn the coveting?  ,0
MelanieAnne17,in seattle.  leaving for alaska tomorrow,0
nikcz,@LittleMonkey_ Just a helpful hint I know he replied that he was real but in fact he is a fake.. Ck out @MrRathbone.. He's the real deal. ,0
WildAngelJoy,"@IdolScott I  hope you saved room for a decadent dessert, you do deserve chocolate on Scotty Mac Day   Keep the celebration going...",0
MrsZeus,@mzkalila great job!!!  And we can sit on em and pop those DVD with our legs propped. ,0
kris_79,"Is anticipating the big move tomorrow... shall the weather clear, heres hoping ",0
aimee15,I didn't just go to Star Trek by myself... *sigh* Oh the levels I've stooped to because my friends are not cool enough to see it with me. ,0
feeltogether,"btw, i've listened &quot;Wonder&quot; single by Shelley Harland... that's a great one i should say..)) Really touching to my mind.. ",0
AnaMenudo,@christophermoy hope you're having fun Chris ,0
nikkibooo,please add me on my new facebook page.. http://bit.ly/A0jm2   thnx,0
nicklee29,SOUND TRIP! - right now na na na! ,0
kirstyhawk,"@ria1023 good for you! I knew you could DO it, just thought you might like to ease into things (I would have had to!) ",0
AlMaddin,@FamousBarbieKei LOL. THE MAGIC GONNA TAKE IT NEXT GAME...THEY LOST TONIGHT SO THEY CAN WIN IT AT HOME. ,0
aileen_,@imjustlikeme go to killyourstereo.com; you should be able to find all 7 australian tour dates in the news section ,0
karinninna,"huaah, enjoying surfing internet now. get relax ",0
Edu4U,"@alicemercer very true - enlightening, but not practical ",0
DebMomOf3,"Haven't gotten anything done because I'm working on site re-design - it's a lot of fun and I don't want to stop.  Posts can wait, right? ",0
gggena,@sharialexander something to do with helping families understand what happened in court.  I'll let you know specifically if I find out ,0
clarkeana,just finished working out ,0
lloreall,@JustinWoodruff I favorited the tweet b4 this  and I DO owe u a phonecall you shall get it soon,0
SunSeaPromos,"***!!!*** Safe Internet for Kids -- FINALLY !  *** KidZui, THE Internet for Kds: http://www.kidzui.com/ ***!!!***",0
CaitlinJFF,"@omgshinythings yeah, everythings fine now  thank you!",0
anthunguyen09,"is studying, really! ",0
tommytooner,"at the gym, watched the tigers loose ",0
RahneX,@NICOLEMONROE206 Only Nor Cal....sorry babes. ,0
BlueInDaUK,@_CrC_  will see ya at the last 3 dates. Will be rockin a new blue &amp; blk cut ,0
leilanilei,time for night night!!! see you all tomorrow!!!!! well that's if you're going to the tweet up!!!! yay!!!! ,0
ialejandro,"@PaulaMaeTaylor Haha, I don't think half of the people know it does it automatically... every day... of life. ",0
isabelarossi,going to sleep; Tired but really happy.  MCFLY ?,0
larissa1208,@MissNickyHilton my cat does the same thing!! He loves water bottle caps! ,0
Ines,@CoachDeb  tons of love going your way!!,0
Liverpool_TX,@diana91576 You're more than welcome.  I had a lot of people thanking me.  ,0
shinytoygun,@kymcheelovely I love glitter!  ,0
darenkong,GSS starts today!!! First stop: Club21 Bazaar Sale ,0
ReikiAwakening,@BUTTERFLYWHEEL He does Tai Chi ,0
deannapellerin,Youa hooked it up  http://tinyurl.com/mzxm6g,0
SweetPeaAngel,@RSD_Sufferer That is wonderful news! ,0
powershop,@rafaelmagu you'll love powershop then ,0
suzanne_young,"@DaisyWhitney hahaha. Okay. Well, I'd better listen to him. ",0
rayjohnz,@itslindsayLohan http://twitpic.com/4oh6y - OH YEA! ,0
boomx17,I'm showing my brother how twitter text works. I am good ,0
saribickford,@mirverburg thanks mir ,0
susanzerah,good morning...  TGIF. wanna go out later to shop.,0
scapeartist,mmmmmmmmmmmmmmmmmmmm Peach Cider! ,0
nfunkhouserr,Just got done auditing my acting class. It was fun. And I jumped in and acted with everyone else  it was really good.,0
personar,@CoolOscar no problem keep em coming ur hittin the jackpot big time ,0
hernandezXX,new hair ,0
llorracanit,@eddyizm Why the  ? Would you like a cookie? cookies = ,0
sari88_,@wonderwoman9197 nooo just wait  and when he's there take a liitle more time to &quot;finish&quot; your make up or something that way he'll see...,0
nicolettelacson,@oneluvimport23 hey! thanks!  I'm having fun out here!,0
AlexisInsanity,iwiLLmOOnU6969 : i h8 you  iwiLLmOOnU6969: as a woman Queenlexxxiii : its my hair   iwiLLmOOnU6969 : no its your brain.   ^^ ,0
litttlenh,excited about having the weekend off!!! its has been awhile since i've had a saturday off ,0
Ksha90,@ddlovato YOU SHOULD TELL US NOW!!!!  lol,0
manuelj,puro three door's down ,0
alancontreras,Is ready for tomorrow's comedy act. ,0
beckbeckxo,at ladies oaks day having a blast ,0
snickers1015,@fontenot619 really??LMAO.. i thought u just made it up just now.. LMAO.. ,0
ClickedApps,daniel75o is a good friend of mine! Hes really cool! Go Sub to him  http://bit.ly/dmZYx,0
divinewarrior,i could go 4 a back rub.....    somebody?,0
